BBOX(geom, -73.999218,40.729278,-73.998218,40.730278) AND dtg DURING 2009-12-31T23:56:05+00:00/2010-01-01T00:56:04+00:00,result count: 17,2088
BBOX(geom, -73.958256,40.773037,-73.957256,40.774037) AND dtg DURING 2010-01-01T15:10:00+00:00/2010-01-01T16:09:59+00:00,result count: 12,130
BBOX(geom, -73.982502,40.77848,-73.981502,40.77948) AND dtg DURING 2010-01-02T10:52:28+00:00/2010-01-02T11:52:27+00:00,result count: 20,141
BBOX(geom, -73.998791,40.717109,-73.997791,40.718109) AND dtg DURING 2010-01-02T20:54:00+00:00/2010-01-02T21:53:59+00:00,result count: 24,66
BBOX(geom, -73.978321,40.773311,-73.977321,40.774311) AND dtg DURING 2010-01-03T12:37:37+00:00/2010-01-03T13:37:36+00:00,result count: 7,68
BBOX(geom, -73.950016,40.772217,-73.949016,40.773217) AND dtg DURING 2010-01-04T05:44:00+00:00/2010-01-04T06:43:59+00:00,result count: 13,52
BBOX(geom, -73.946636,40.773071,-73.945636,40.774071) AND dtg DURING 2010-01-04T17:33:00+00:00/2010-01-04T18:32:59+00:00,result count: 11,103
BBOX(geom, -73.961056,40.764274,-73.960056,40.765274) AND dtg DURING 2010-01-05T09:31:00+00:00/2010-01-05T10:30:59+00:00,result count: 6,37
BBOX(geom, -73.979222,40.788761,-73.978222,40.789761) AND dtg DURING 2010-01-05T19:36:23+00:00/2010-01-05T20:36:22+00:00,result count: 5,44
BBOX(geom, -73.976307,40.759514,-73.975307,40.760514) AND dtg DURING 2010-01-06T11:20:00+00:00/2010-01-06T12:19:59+00:00,result count: 27,85
BBOX(geom, -73.975819,40.754059,-73.974819,40.755059) AND dtg DURING 2010-01-06T20:38:33+00:00/2010-01-06T21:38:32+00:00,result count: 21,55
BBOX(geom, -73.988247,40.778942,-73.987247,40.779942) AND dtg DURING 2010-01-07T11:51:36+00:00/2010-01-07T12:51:35+00:00,result count: 13,31
BBOX(geom, -73.954113,40.699733,-73.953113,40.700733) AND dtg DURING 2010-01-07T20:51:09+00:00/2010-01-07T21:51:08+00:00,result count: 1,20
BBOX(geom, -74.000897,40.723472,-73.999897,40.724472) AND dtg DURING 2010-01-08T11:10:49+00:00/2010-01-08T12:10:48+00:00,result count: 4,24
BBOX(geom, -73.99268,40.743576,-73.99168,40.744576) AND dtg DURING 2010-01-08T20:02:20+00:00/2010-01-08T21:02:19+00:00,result count: 47,64
BBOX(geom, -73.947476,40.779651,-73.946476,40.780651) AND dtg DURING 2010-01-09T09:09:16+00:00/2010-01-09T10:09:15+00:00,result count: 15,40
BBOX(geom, -74.008908,40.734707,-74.007908,40.735707) AND dtg DURING 2010-01-09T18:49:16+00:00/2010-01-09T19:49:15+00:00,result count: 7,36
BBOX(geom, -74.007839,40.739582,-74.006839,40.740582) AND dtg DURING 2010-01-10T02:38:00+00:00/2010-01-10T03:37:59+00:00,result count: 53,32
BBOX(geom, -73.981633,40.737339,-73.980633,40.738339) AND dtg DURING 2010-01-10T17:33:37+00:00/2010-01-10T18:33:36+00:00,result count: 19,53
BBOX(geom, -73.99915,40.725574,-73.99815,40.726574) AND dtg DURING 2010-01-11T10:16:32+00:00/2010-01-11T11:16:31+00:00,result count: 7,53
BBOX(geom, -73.865483,40.770855,-73.864483,40.771855) AND dtg DURING 2010-01-11T20:04:00+00:00/2010-01-11T21:03:59+00:00,result count: 22,46
