BBOX(geom, -73.914983,40.721355,-73.814983,40.821355),result count: 309707,1270
BBOX(geom, -74.028584,40.712566,-73.928584,40.812566),result count: 13390850,18211
BBOX(geom, -74.046872,40.67525,-73.946872,40.77525),result count: 11662608,16565
BBOX(geom, -74.026707,40.701129,-73.926707,40.801129),result count: 13575839,21326
BBOX(geom, -74.061147,40.665752,-73.961147,40.765752),result count: 9896804,15538
BBOX(geom, -74.031766,40.715713,-73.931766,40.815713),result count: 13242882,19925
BBOX(geom, -74.027089,40.737785,-73.927089,40.837785),result count: 10429500,16104
BBOX(geom, -74.024861,40.694514,-73.924861,40.794514),result count: 13450204,21476
BBOX(geom, -74.026112,40.726123,-73.926112,40.826123),result count: 12149767,20198
BBOX(geom, -74.009564,40.712856,-73.909564,40.812856),result count: 13333036,22529
BBOX(geom, -74.046758,40.687621,-73.946758,40.787621),result count: 13009311,22126
BBOX(geom, -74.063626,40.658065,-73.963626,40.758065),result count: 7863129,13644
BBOX(geom, -74.038503,40.681342,-73.938503,40.781342),result count: 12567987,19176
BBOX(geom, -74.031491,40.682697,-73.931491,40.782697),result count: 12725306,19667
BBOX(geom, -74.042516,40.691261,-73.942516,40.791261),result count: 13279290,20404
BBOX(geom, -74.040784,40.695903,-73.940784,40.795903),result count: 13419222,21802
BBOX(geom, -74.053937,40.675941,-73.953937,40.775941),result count: 11495057,20671
BBOX(geom, -74.041379,40.696372,-73.941379,40.796372),result count: 13421289,23471
BBOX(geom, -74.029355,40.696136,-73.929355,40.796136),result count: 13467348,21391
BBOX(geom, -73.833615,40.598708,-73.733615,40.698708),result count: 177547,219
BBOX(geom, -73.894616,40.76559,-73.794616,40.86559),result count: 245630,310
BBOX(geom, -73.916622,40.701576,-73.816622,40.801576),result count: 319604,982
BBOX(geom, -73.985994,40.718126,-73.885994,40.818126),result count: 8146459,12998
BBOX(geom, -73.973194,40.656126,-73.873194,40.756126),result count: 546334,765
BBOX(geom, -73.901552,40.703793,-73.801552,40.803793),result count: 293132,408
BBOX(geom, -73.910771,40.703178,-73.810771,40.803178),result count: 307665,371
BBOX(geom, -73.855308,40.73888,-73.755308,40.83888),result count: 12586,77
BBOX(geom, -73.990682,40.731608,-73.890682,40.831608),result count: 9057082,14303
BBOX(geom, -73.897077,40.741428,-73.797077,40.841428),result count: 265443,310
BBOX(geom, -73.943605,40.747628,-73.843605,40.847628),result count: 418104,1021
BBOX(geom, -73.905042,40.780813,-73.805042,40.880813),result count: 9787,118
BBOX(geom, -73.96928,40.752752,-73.86928,40.852752),result count: 3244416,6697
BBOX(geom, -73.91425,40.744951,-73.81425,40.844951),result count: 285017,375
BBOX(geom, -73.905669,40.755863,-73.805669,40.855863),result count: 260097,330
BBOX(geom, -73.933486,40.794296,-73.833486,40.894296),result count: 19266,38
BBOX(geom, -73.933319,40.747865,-73.833319,40.847865),result count: 328807,1017
BBOX(geom, -73.865154,40.747332,-73.765154,40.847332),result count: 91611,155
BBOX(geom, -73.95947,40.687021,-73.85947,40.787021),result count: 1785413,2703
BBOX(geom, -73.866672,40.650938,-73.766672,40.750938),result count: 41153,72
BBOX(geom, -73.921481,40.725025,-73.821481,40.825025),result count: 329784,1032
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,12939
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,13432
BBOX(geom, -74.000406,40.719579,-73.900406,40.819579),result count: 11842657,19532
BBOX(geom, -73.999103,40.712227,-73.899103,40.812227),result count: 11800365,18239
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,12638
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,12841
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,13210
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,13055
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,13221
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,13005
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,12551
BBOX(geom, -74.000406,40.719579,-73.900406,40.819579),result count: 11842657,18509
BBOX(geom, -73.984272,40.716068,-73.884272,40.816068),result count: 7592266,17819
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,20354
BBOX(geom, -74.000406,40.719579,-73.900406,40.819579),result count: 11842657,42838
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,21426
BBOX(geom, -74.000406,40.719579,-73.900406,40.819579),result count: 11842657,24433
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,16006
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,15800
BBOX(geom, -73.985864,40.736492,-73.885864,40.836492),result count: 7648753,16079
