BBOX(geom, -74.048718,40.679778,-73.948718,40.779778),result count: 12219725,16674
BBOX(geom, -74.007756,40.723537,-73.907756,40.823537),result count: 12479616,16364
BBOX(geom, -74.032002,40.72898,-73.932002,40.82898),result count: 11770883,16927
BBOX(geom, -74.048291,40.667609,-73.948291,40.767609),result count: 10447456,14557
BBOX(geom, -74.027821,40.723811,-73.927821,40.823811),result count: 12472080,16655
BBOX(geom, -73.999516,40.722717,-73.899516,40.822717),result count: 11450144,16871
BBOX(geom, -73.996136,40.723571,-73.896136,40.823571),result count: 10920756,15654
BBOX(geom, -74.010556,40.714774,-73.910556,40.814774),result count: 13313516,19134
BBOX(geom, -74.028722,40.739261,-73.928722,40.839261),result count: 10160967,14671
BBOX(geom, -74.025807,40.710014,-73.925807,40.810014),result count: 13477278,19442
BBOX(geom, -74.025319,40.704559,-73.925319,40.804559),result count: 13585889,19866
BBOX(geom, -74.037747,40.729442,-73.937747,40.829442),result count: 11680182,17727
BBOX(geom, -74.003613,40.650233,-73.903613,40.750233),result count: 4861400,6915
BBOX(geom, -74.050397,40.673972,-73.950397,40.773972),result count: 11401889,17796
BBOX(geom, -74.04218,40.694076,-73.94218,40.794076),result count: 13371244,21625
BBOX(geom, -73.996976,40.730151,-73.896976,40.830151),result count: 10477729,17048
BBOX(geom, -74.058408,40.685207,-73.958408,40.785207),result count: 11743668,19034
BBOX(geom, -74.057339,40.690082,-73.957339,40.790082),result count: 12055076,18235
BBOX(geom, -74.031133,40.687839,-73.931133,40.787839),result count: 13155247,19140
BBOX(geom, -74.04865,40.676074,-73.94865,40.776074),result count: 11730699,17845
BBOX(geom, -73.914983,40.721355,-73.814983,40.821355),result count: 309707,345
BBOX(geom, -74.028584,40.712566,-73.928584,40.812566),result count: 13390850,22547
BBOX(geom, -74.046872,40.67525,-73.946872,40.77525),result count: 11662608,18386
BBOX(geom, -74.026707,40.701129,-73.926707,40.801129),result count: 13575839,19816
BBOX(geom, -74.061147,40.665752,-73.961147,40.765752),result count: 9896804,14351
BBOX(geom, -74.031766,40.715713,-73.931766,40.815713),result count: 13242882,18940
BBOX(geom, -74.027089,40.737785,-73.927089,40.837785),result count: 10429500,15302
