BBOX(geom, -73.869983,40.766355,-73.859983,40.776355),result count: 95751,2415
BBOX(geom, -73.983584,40.757566,-73.973584,40.767566),result count: 787606,3328
BBOX(geom, -74.001872,40.72025,-73.991872,40.73025),result count: 470726,1041
BBOX(geom, -73.981707,40.746129,-73.971707,40.756129),result count: 781444,2045
BBOX(geom, -74.016147,40.710752,-74.006147,40.720752),result count: 255025,487
BBOX(geom, -73.986766,40.760713,-73.976766,40.770713),result count: 726572,1576
BBOX(geom, -73.982089,40.782785,-73.972089,40.792785),result count: 309386,649
BBOX(geom, -73.979861,40.739514,-73.969861,40.749514),result count: 389012,1065
BBOX(geom, -73.981112,40.771123,-73.971112,40.781123),result count: 189264,453
BBOX(geom, -73.964564,40.757856,-73.954564,40.767856),result count: 351349,816
BBOX(geom, -74.001758,40.732621,-73.991758,40.742621),result count: 505084,1111
BBOX(geom, -74.018626,40.703065,-74.008626,40.713065),result count: 184024,485
BBOX(geom, -73.993503,40.726342,-73.983503,40.736342),result count: 560818,1408
BBOX(geom, -73.986491,40.727697,-73.976491,40.737697),result count: 329579,731
BBOX(geom, -73.997516,40.736261,-73.987516,40.746261),result count: 630726,1509
BBOX(geom, -73.995784,40.740903,-73.985784,40.750903),result count: 768285,1877
BBOX(geom, -74.008937,40.720941,-73.998937,40.730941),result count: 382990,837
BBOX(geom, -73.996379,40.741372,-73.986379,40.751372),result count: 823448,1880
BBOX(geom, -73.984355,40.741136,-73.974355,40.751136),result count: 615173,1335
BBOX(geom, -73.788615,40.643708,-73.778615,40.653708),result count: 58747,155
BBOX(geom, -73.895721,40.737275,-73.885721,40.747275),result count: 2948,32
BBOX(geom, -73.965875,40.721297,-73.955875,40.731297),result count: 1855,40
BBOX(geom, -73.959102,40.715634,-73.949102,40.725634),result count: 22262,104
BBOX(geom, -73.941487,40.743225,-73.931487,40.753225),result count: 12086,66
BBOX(geom, -73.899042,40.789241,-73.889042,40.799241),result count: 175,25
BBOX(geom, -73.980876,40.788107,-73.970876,40.798107),result count: 177721,549
BBOX(geom, -73.862821,40.729174,-73.852821,40.739174),result count: 1342,23
BBOX(geom, -73.88058,40.707275,-73.87058,40.717275),result count: 75,15
BBOX(geom, -73.930127,40.656262,-73.920127,40.666262),result count: 94,16
BBOX(geom, -73.905598,40.711981,-73.895598,40.721981),result count: 205,15
BBOX(geom, -73.855159,40.692155,-73.845159,40.702155),result count: 157,16
BBOX(geom, -73.912184,40.786611,-73.902184,40.796611),result count: 257,22
BBOX(geom, -73.921671,40.779826,-73.911671,40.789826),result count: 703,862
BBOX(geom, -73.953376,40.695022,-73.943376,40.705022),result count: 795,22
BBOX(geom, -73.907576,40.755495,-73.897576,40.765495),result count: 2833,38
BBOX(geom, -73.985368,40.720048,-73.975368,40.730048),result count: 223333,579
BBOX(geom, -73.900646,40.732629,-73.890646,40.742629),result count: 1535,22
BBOX(geom, -73.894883,40.726243,-73.884883,40.736243),result count: 342,20
